dw (mm),D (mm),F (mm),dgap1 (mm),dgap2 (mm),fs (Hz),Vpri/mf.ICoil_p1 (Ω),#NAME?,Vpri/mf3.ICoil_5 (惟),#NAME?
10,15,2,0.75,0.5,1.00E+06,0.73126+32.434i,0.34191+16.018i,0.18610086244279417+8.069846667481237i,0.3426758340931489+16.01595240782971i
10,15,2,0.75,0.75,5.00E+05,0.38357+16.321i,0.17222+8.0576i,0.09901129306431421+4.062457783814038i,0.17151012206084307+8.05812942810695i
10,15,2,0.75,0.75,1.00E+06,0.73455+32.424i,0.34357+16.013i,0.18582037066206186+8.0694041579964i,0.3421254197703113+16.015049112947516i
10,15,2,0.75,1,5.00E+05,0.38359+16.323i,0.17223+8.0583i,0.09915519691876709+4.062795534429536i,0.17178429930147787+8.058823737324243i
10,15,2,0.75,1,1.00E+06,0.73444+32.427i,0.34350+16.015i,0.18648540354267332+8.069970583891719i,0.3434169685176749+16.016229243313614i
10,15,2,1,0.25,5.00E+05,0.30698+12.726i,0.13466+6.2649i,0.08002614760437633+3.162558328426201i,0.1346067565544895+6.26474533303812i
10,15,2,1,0.25,1.00E+06,0.55174+25.276i,0.25318+12.448i,0.14073274375383663+6.279921220941948i,0.2534801697391485+12.448204615371123i
10,15,2,1,0.5,5.00E+05,0.30723+12.726i,0.13478+6.2650i,0.0802184048631809+3.1617784827749507i,0.13501286802700777+6.263134790393129i
10,15,2,1,0.5,1.00E+06,0.55271+25.276i,0.25367+12.448i,0.14129569876411024+6.278173843819719i,0.25463930075360475+12.444572649075496i
10,15,2,1,0.75,5.00E+05,0.30671+12.728i,0.13453+6.2656i,0.08000580275701075+3.162639730324563i,0.13459470751847522+6.264871081893292i
10,15,2,1,0.75,1.00E+06,0.55130+25.279i,0.25297+12.450i,0.14078109163893143+6.280094307285382i,0.2536302349556983+12.448436547324746i
10,15,2,1,1,5.00E+05,0.30832+12.725i,0.13533+6.2641i,0.08046094470657753+3.161138640351779i,0.13551220270133887+6.261830336091951i
10,15,2,1,1,1.00E+06,0.55489+25.271i,0.25475+12.446i,0.14170674604101746+6.276574935884302i,0.25549595994372026+12.441314538354856i
10,15,3,0.25,0.25,5.00E+05,1.1506+43.620i,0.54776+21.584i,0.2921960523094849+10.892203790003238i,0.547728006559642+21.586941826260798i
10,15,3,0.25,0.25,1.00E+06,3.2306+86.749i,1.5800+42.935i,0.8121204931605365+21.659828519653992i,1.580211707207802+42.9407576897076i
10,15,3,0.25,0.5,5.00E+05,1.1507+43.624i,0.54778+21.586i,0.29226269780205905+10.891514436592937i,0.5477707170187993+21.585644758780163i
10,15,3,0.25,0.5,1.00E+06,3.2299+86.757i,1.5796+42.939i,0.8123004519435791+21.65835526750622i,1.580375273924945+42.938095237601175i
10,15,3,0.25,0.75,5.00E+05,1.1519+43.623i,0.54838+21.586i,0.29156259058795275+10.892097834268576i,0.5464175205601706+21.586784915622182i
10,15,3,0.25,0.75,1.00E+06,3.2371+86.753i,1.5832+42.937i,0.8098910713054736+21.66027529177032i,1.5757138578566077+42.94182813090381i
10,15,3,0.25,1,5.00E+05,1.1507+43.620i,0.54774+21.585i,0.2919864442962527+10.892018975366128i,0.5472154532569755+21.586625075504294i
10,15,3,0.25,1,1.00E+06,3.2278+86.749i,1.5785+42.935i,0.8114765830820574+21.659347163000163i,1.5787122436376178+42.9400361708512i
10,15,3,0.5,0.25,5.00E+05,0.57392+23.557i,0.26118+11.576i,0.14754617428553807+5.8724936881735i,0.2604567487779359+11.576410385298571i
10,15,3,0.5,0.25,1.00E+06,1.2863+46.817i,0.61040+23.014i,0.32478904025852734+11.669688381477624i,0.6086671195350647+23.016547367970105i
10,15,3,0.5,0.5,5.00E+05,0.57499+23.553i,0.26173+11.574i,0.147820037645386+5.871739359167323i,0.26099802903688374+11.574904266837542i
10,15,3,0.5,0.5,1.00E+06,1.2885+46.809i,0.61161+23.010i,0.3256974226086593+11.66782146222088i,0.6104331425279713+23.012806689934003i
10,15,3,0.5,0.75,5.00E+05,0.57367+23.556i,0.26107+11.575i,0.14753290225898696+5.872719006656848i,0.26038270315435896+11.576938322441793i
10,15,3,0.5,0.75,1.00E+06,1.2854+46.816i,0.60998+23.014i,0.3245195958744055+11.670161619034396i,0.6080247518917472+23.01770217617256i
10,15,3,0.5,1,5.00E+05,0.57487+23.553i,0.26166+11.574i,0.14801986621422367+5.871788098994537i,0.26135963239871296+11.575048700004059i
10,15,3,0.5,1,1.00E+06,1.2889+46.808i,0.61171+23.010i,0.32590641361088096+11.667739284194347i,0.6107984882191515+23.012797365095555i
10,15,3,0.75,0.25,5.00E+05,0.40771+16.486i,0.17948+8.0555i,0.10607724534554702+4.1028604775049455i,0.17935305713651967+8.055392780127855i
10,15,3,0.75,0.25,1.00E+06,0.81272+32.749i,0.37567+16.009i,0.20665844707150727+8.148493204342982i,0.37511939176239667+16.009294035562373i
10,15,3,0.75,0.5,5.00E+05,0.40768+16.488i,0.17945+8.0564i,0.10580001997406097+4.103776604386169i,0.17879389785952268+8.057273642850808i
10,15,3,0.75,0.5,1.00E+06,0.81317+32.752i,0.37584+16.011i,0.20603956852973612+8.150678398602928i,0.37390807430428497+16.013777427739463i
10,15,3,0.75,0.75,5.00E+05,0.40649+16.490i,0.17889+8.0573i,0.10579431372067337+4.103664138405177i,0.1788576935360336+8.056968269933204i
10,15,3,0.75,0.75,1.00E+06,0.81033+32.758i,0.37455+16.014i,0.20608349711904458+8.150442679914253i,0.3741457607190044+16.01303882948212i
10,15,3,0.75,1,5.00E+05,0.40768+16.487i,0.17948+8.0561i,0.10581054836636983+4.103531601707042i,0.17881757847451304+8.05674907688291i
10,15,3,0.75,1,1.00E+06,0.81282+32.751i,0.37578+16.011i,0.2061107145931926+8.150195023630129i,0.374022130327121+16.012732596163946i
10,15,3,1,0.25,5.00E+05,0.32559+12.877i,0.13953+6.2617i,0.08547319519620673+3.199350294063704i,0.13961457503817493+6.260934157790218i
10,15,3,1,0.25,1.00E+06,0.60646+25.572i,0.27413+12.442i,0.15511307653203096+6.351872142037311i,0.27416966850152963+12.440197650854659i
10,15,3,1,0.5,5.00E+05,0.32562+12.877i,0.13954+6.2617i,0.08526938066395587+3.199584499970274i,0.13921228368197328+6.261370052680839i
10,15,3,1,0.5,1.00E+06,0.60631+25.572i,0.27403+12.442i,0.15470102796799243+6.35249275281414i,0.2733242566541659+12.441361926378093i
10,15,3,1,0.75,5.00E+05,0.32485+12.879i,0.13916+6.2624i,0.0852234076290654+3.199910597203582i,0.13914123139523366+6.2620387454057544i
10,15,3,1,0.75,1.00E+06,0.60504+25.576i,0.27341+12.443i,0.15463206156237758+6.353218997274495i,0.273263914687013+12.442826223625612i
10,15,3,1,1,5.00E+05,0.32468+12.878i,0.13908+6.2623i,0.08522573719167213+3.1998400495197044i,0.1391837171671723+6.261893511050627i
10,15,3,1,1,1.00E+06,0.60387+25.576i,0.27290+12.443i,0.15455765813061678+6.353026422965011i,0.2731959340676296+12.442375160069215i
15,5,1,0.25,0.25,5.00E+05,0.20725+5.3266i,0.086778+2.6073i,0.053641042243247346+1.3259666946353867i,0.08677854200481801+2.607315796726512i
15,5,1,0.25,0.25,1.00E+06,0.35048+10.520i,0.15426+5.1541i,0.08950944678211371+2.6176040497136106i,0.15424430165771633+5.154091162743643i
15,5,1,0.25,0.5,5.00E+05,0.20599+5.3265i,0.086143+2.6073i,0.053323733090612446+1.3259599301995757i,0.08614284170445619+2.607291048497936i
15,5,1,0.25,0.5,1.00E+06,0.34673+10.521i,0.15238+5.1547i,0.0885804620145208+2.61792530169493i,0.15237976001089293+5.154714738503792i
15,5,1,0.25,0.75,5.00E+05,0.20625+5.3234i,0.086274+2.6057i,0.053392529534657736+1.3251655387242947i,0.0862728156522611+2.605721498833531i
15,5,1,0.25,0.75,1.00E+06,0.34748+10.514i,0.15277+5.1515i,0.08877983054317232+2.616307814651348i,0.1527656627782804+5.151523504344846i
15,5,1,0.25,1,5.00E+05,0.20623+5.3262i,0.086261+2.6072i,0.053384746018388295+1.3258876463798674i,0.08626269837826461+2.607162557488166i
15,5,1,0.25,1,1.00E+06,0.34701+10.520i,0.15251+5.1543i,0.08864740637756231+2.6176998942611402i,0.15251066576884356+5.154300706664485i
15,5,1,0.5,0.25,5.00E+05,0.15612+3.0841i,0.062046+1.4910i,0.04078147237197786+0.7643673731342925i,0.062045547148900246+1.4910173579774275i
15,5,1,0.5,0.25,1.00E+06,0.24038+6.0738i,0.10054+2.9404i,0.0618179488112404+1.5042206793044681i,0.10053819656661026+2.940410213701098i
15,5,1,0.5,0.5,5.00E+05,0.15575+3.0848i,0.061860+1.4914i,0.04068495376776548+0.7645373405922975i,0.0618605230516776+1.491358218255449i
15,5,1,0.5,0.5,1.00E+06,0.23953+6.0756i,0.10011+2.9413i,0.0615935295399813+1.5046709505269733i,0.1001135284247696+2.941298441661454i
15,5,1,0.5,0.75,5.00E+05,0.15622+3.0831i,0.062091+1.4905i,0.0408079745419192+0.7641076632966278i,0.06209104714564936+1.4905064209955408i
15,5,1,0.5,0.75,1.00E+06,0.24064+6.0717i,0.10065+2.9394i,0.06188362951850787+1.5036843901319865i,0.1006526331818653+2.9393624648827674i
15,5,1,0.5,1,5.00E+05,0.15581+3.0849i,0.061887+1.4914i,0.04070361611922146+0.7645463726999119i,0.06188665689768692+1.491379146765378i
15,5,1,0.5,1,1.00E+06,0.23964+6.0756i,0.10016+2.9413i,0.06163281679087821+1.5046629806676i,0.10015562465159947+2.9413043625111968i
15,5,1,0.75,0.25,5.00E+05,0.12914+2.2929i,0.049131+1.0978i,0.03392173695773007+0.5660269918519362i,0.04913091157133145+1.0978411792856844i
15,5,1,0.75,0.25,1.00E+06,0.19184+4.5117i,0.077098+2.1639i,0.04947436489522514+1.1127505129734714i,0.07709700465239672+2.1639412607564106i
15,5,1,0.75,0.5,5.00E+05,0.12891+2.2933i,0.049016+1.0981i,0.03386445778918148+0.5661378434762447i,0.04901636824982655+1.0980629835417792i
15,5,1,0.75,0.5,1.00E+06,0.19128+4.5128i,0.076827+2.1645i,0.049342881210119933+1.1130356598822067i,0.07682665542558605+2.1645127473825245i
15,5,1,0.75,0.75,5.00E+05,0.12897+2.2937i,0.049043+1.0982i,0.03387976953970071+0.5662205482043406i,0.049043143636764215+1.0982348091658671i
15,5,1,0.75,0.75,1.00E+06,0.19135+4.5134i,0.076843+2.1648i,0.049352766011205196+1.1131690270541965i,0.07684169011899568+2.1647980306681154i
15,5,1,0.75,1,5.00E+05,0.12907+2.2935i,0.049086+1.0982i,0.03393724480030807+0.5662048953702122i,0.04915996032460673+1.0982098511172553i
15,5,1,0.75,1,1.00E+06,0.19195+4.5131i,0.077128+2.1647i,0.049566979652305214+1.1131134813306167i,0.07727135633328759+2.1646945852705226i
15,5,1,1,0.25,5.00E+05,0.11241+1.8916i,0.041169+0.89864i,0.029650244664375876+0.4653928071005101i,0.04116865236042059+0.8986403367253208i
15,5,1,1,0.25,1.00E+06,0.16387+3.7214i,0.063669+1.7715i,0.0423431682066734+0.9146264792585735i,0.0636688471344132+1.7714782065853458i
15,5,1,1,0.5,5.00E+05,0.11232+1.8924i,0.041125+0.89904i,0.029627080022375067+0.4655903069684481i,0.0411252735042711+0.8990401125563772i
15,5,1,1,0.5,1.00E+06,0.16377+3.7230i,0.063628+1.7723i,0.04231801643195279+0.9150182045167434i,0.06362845836632951+1.7722659549254942i
15,5,1,1,0.75,5.00E+05,0.11258+1.8917i,0.041250+0.89873i,0.029690174604269134+0.46543216486514155i,0.041249558559562534+0.8987273246138219i
15,5,1,1,0.75,1.00E+06,0.16427+3.7214i,0.063870+1.7715i,0.04244063711861471+0.9146410677392457i,0.06386969368756923+1.771522165439302i
15,5,1,1,1,5.00E+05,0.11232+1.8921i,0.041121+0.89892i,0.02962579992525804+0.4655283613877362i,0.04112071859824022+0.8989182892492547i
15,5,1,1,1,1.00E+06,0.16376+3.7226i,0.063608+1.7721i,0.042307591213976835+0.9149322332420642i,0.0636084140352579+1.7720985888219096i
15,5,2,0.25,0.25,5.00E+05,0.21811+5.4665i,0.086924+2.6064i,0.057613592949797864+1.3603253646172613i,0.08804842375987709+2.605095028363589i
15,5,2,0.25,0.25,1.00E+06,0.37229+10.795i,0.15734+5.1533i,0.09648502599550128+2.6844637641649887i,0.1589571483868479+5.149263073111108i
15,5,2,0.25,0.5,5.00E+05,0.21837+5.4663i,0.087046+2.6064i,0.05727633394210823+1.3608604063698289i,0.08735349329572926+2.6061664188685287i
15,5,2,0.25,0.5,1.00E+06,0.37298+10.794i,0.15766+5.1529i,0.09623964340262986+2.685908289472305i,0.1584143287293284+5.1521742291002885i
15,5,2,0.25,0.75,5.00E+05,0.21841+5.4662i,0.087053+2.6064i,0.05724898022839044+1.3608013325846158i,0.08731691807364991+2.6060345981474997i
15,5,2,0.25,0.75,1.00E+06,0.37338+10.794i,0.15782+5.1529i,0.09622329904391802+2.6858676791528753i,0.15841361070298582+5.152044829112031i
15,5,2,0.25,1,5.00E+05,0.21857+5.4646i,0.087128+2.6055i,0.05728788442570312+1.3605049852998063i,0.08736655349631843+2.6054608254128784i
15,5,2,0.25,1,1.00E+06,0.37338+10.791i,0.15779+5.1511i,0.09626394718911273+2.6852041285105845i,0.15842111247663318+5.150791131492729i
15,5,2,0.5,0.25,5.00E+05,0.16577+3.2095i,0.062039+1.4901i,0.04396915902991384+0.7951721806161017i,0.062079774137386884+1.490010815259846i
15,5,2,0.5,0.25,1.00E+06,0.25621+6.3194i,0.10136+2.9388i,0.06659756672086352+1.5643905949997876i,0.10144989499442071+2.93859586058617i
15,5,2,0.5,0.5,5.00E+05,0.16591+3.2097i,0.062111+1.4902i,0.04400414671768703+0.7951402210881235i,0.062166768633902685+1.4899383534454402i
15,5,2,0.5,0.5,1.00E+06,0.25655+6.3196i,0.10156+2.9390i,0.06665776496882728+1.5642453169163966i,0.10159542452765825+2.9382689457780007i
15,5,2,0.5,0.75,5.00E+05,0.16595+3.2096i,0.062129+1.4902i,0.04398649390436992+0.7952090902694372i,0.06210694341831923+1.4900966635081914i
15,5,2,0.5,0.75,1.00E+06,0.25612+6.3193i,0.10132+2.9388i,0.06661047152427821+1.564428175088276i,0.10144334060579475+2.938704202914113i
15,5,2,0.5,1,5.00E+05,0.16638+3.2092i,0.062335+1.4900i,0.0440683560921773+0.7952811177784661i,0.0622532490462359+1.4902542633719313i
15,5,2,0.5,1,1.00E+06,0.25744+6.3180i,0.10196+2.9382i,0.06684755836848706+1.5644836894105911i,0.10187235195351886+2.9388624548566815i
15,5,2,0.75,0.25,5.00E+05,0.13864+2.4074i,0.049449+1.0965i,0.03689650172813848+0.594333186440274i,0.049146335174345544+1.0974019843778084i
15,5,2,0.75,0.25,1.00E+06,0.20724+4.7353i,0.078350+2.1609i,0.0537677936674379+1.168032391974204i,0.07763226748249832+2.1631956107870134i
15,5,2,0.75,0.5,5.00E+05,0.13858+2.4082i,0.049427+1.0968i,0.03692413990196386+0.5941853628075536i,0.04920871587209743+1.097103048763883i
15,5,2,0.75,0.5,1.00E+06,0.20706+4.7369i,0.078280+2.1617i,0.053794636294890806+1.1677003618131583i,0.07772419723663745+2.1625189837987002i
15,5,2,0.75,0.75,5.00E+05,0.13807+2.4095i,0.049170+1.0975i,0.037046925180723105+0.594140605580677i,0.049451955227570524+1.0970287910774024i
15,5,2,0.75,0.75,1.00E+06,0.20559+4.7402i,0.077547+2.1634i,0.0540933395809791+1.167468240240032i,0.07831672018479005+2.1620872879859743i
15,5,2,0.75,1,5.00E+05,0.13775+2.4089i,0.049010+1.0972i,0.03688111678412779+0.5944141766120818i,0.049103688222586116+1.0975849487309781i
15,5,2,0.75,1,1.00E+06,0.20545+4.7392i,0.077474+2.1629i,0.05376220720833142+1.1681698850893145i,0.07761292188150522+2.1635301337412045i
15,5,2,1,0.25,5.00E+05,0.12088+2.0008i,0.041323+0.89801i,0.032455149235209944+0.4918795005203746i,0.041202439768816705+0.8984108657669594i
15,5,2,1,0.25,1.00E+06,0.17723+3.9351i,0.064465+1.7701i,0.04637453659145981+0.9663057333585615i,0.06422330359870865+1.770998928316304i
15,5,2,1,0.5,5.00E+05,0.12094+2.0007i,0.041354+0.89796i,0.03249065728219235+0.49172529243859775i,0.04127725857614237+0.8980977296757315i
15,5,2,1,0.5,1.00E+06,0.17727+3.9348i,0.064493+1.7699i,0.04647394960642475+0.9659569759967245i,0.06442692352676695+1.7702872541548138i
15,5,2,1,0.75,5.00E+05,0.12089+2.0008i,0.041334+0.89796i,0.032453090693564016+0.49178909670565485i,0.041211031185167835+0.8982296994753143i
15,5,2,1,0.75,1.00E+06,0.17712+3.9349i,0.064415+1.7700i,0.04630795190400135+0.9661112894611018i,0.06413287298143788+1.7705965212841832i
15,5,2,1,1,5.00E+05,0.12081+2.0009i,0.041280+0.89803i,0.03247308992581062+0.4917505382393777i,0.041260887158548705+0.8981432698620817i
15,5,2,1,1,1.00E+06,0.17701+3.9352i,0.064347+1.7701i,0.04635333557270761+0.9660300542314824i,0.06424886851996015+1.7703978900245885i
15,5,3,0.25,0.25,5.00E+05,0.23406+5.6731i,0.089352+2.6082i,0.06174764173411278+1.4128696478453235i,0.08935204775303607+2.608243067780128i
15,5,3,0.25,0.25,1.00E+06,0.40112+11.198i,0.16352+5.1553i,0.10365726582059902+2.787578701111981i,0.16352130554758393+5.155263873161815i
15,5,3,0.25,0.5,5.00E+05,0.23454+5.6699i,0.089568+2.6067i,0.061893443483401096+1.4120610164589442i,0.08956797268823967+2.6066774590629507i
15,5,3,0.25,0.5,1.00E+06,0.40269+11.192i,0.16427+5.1519i,0.10416048067543289+2.785787767114323i,0.16427278405292461+5.151876157349567i
15,5,3,0.25,0.75,5.00E+05,0.23369+5.6722i,0.089145+2.6078i,0.061662866123797934+1.4126579653782658i,0.08914546683442126+2.607832022115838i
15,5,3,0.25,0.75,1.00E+06,0.40025+11.197i,0.16303+5.1546i,0.10347683163359654+2.7872312392930767i,0.16302567248371114+5.154638340527663i
15,5,3,0.25,1,5.00E+05,0.23336+5.6724i,0.088971+2.6079i,0.06157696674336331+1.4126732327029023i,0.0889711531371459+2.607887860334079i
15,5,3,0.25,1,1.00E+06,0.40011+11.197i,0.16288+5.1548i,0.10341004380523745+2.7872807243660964i,0.16288347198269834+5.154787975436464i
15,5,3,0.5,0.25,5.00E+05,0.17619+3.3914i,0.062155+1.4900i,0.047308078187625044+0.8404072289947161i,0.062155000473494884+1.4900467643233528i
15,5,3,0.5,0.25,1.00E+06,0.27286+6.6779i,0.10220+2.9391i,0.07158418747240262+1.6533543082335143i,0.10219844994807806+2.9390549895786875i
15,5,3,0.5,0.5,5.00E+05,0.17628+3.3921i,0.062218+1.4904i,0.04737551921459242+0.8406922162306966i,0.06228012012415316+1.4906283287942612i
15,5,3,0.5,0.5,1.00E+06,0.27303+6.6792i,0.10233+2.9397i,0.07173765936619679+1.6538292881626195i,0.10246285854887903+2.9400227638446332i
15,5,3,0.5,0.75,5.00E+05,0.17627+3.3921i,0.062200+1.4904i,0.047356971956461054+0.8405684017348378i,0.06219935400914435+1.4904258233598102i
15,5,3,0.5,0.75,1.00E+06,0.27278+6.6791i,0.10219+2.9397i,0.07164725207655524+1.6535900612730843i,0.10219028435594395+2.939702211788251i
15,5,3,0.5,1,5.00E+05,0.17600+3.3932i,0.062045+1.4910i,0.04726908338331422+0.8408617095882812i,0.06204522525001445+1.4910009049238968i
15,5,3,0.5,1,1.00E+06,0.27242+6.6818i,0.10195+2.9411i,0.07150814136652606+1.6543367045272033i,0.10195287171530082+2.9411341995607327i
15,5,3,0.75,0.25,5.00E+05,0.14711+2.5762i,0.049000+1.0974i,0.039923389739445855+0.635422188460998i,0.04899985431996908+1.0973576418381024i
15,5,3,0.75,0.25,1.00E+06,0.21942+5.0688i,0.077600+2.1635i,0.05803839575675021+1.2488481744627948i,0.07760006031715118+2.1634952086993304i
15,5,3,0.75,0.5,5.00E+05,0.14753+2.5759i,0.049205+1.0972i,0.040057481363904954+0.6353418600947496i,0.04926045176412282+1.097229577031213i
15,5,3,0.75,0.5,1.00E+06,0.22042+5.0678i,0.078107+2.1630i,0.05833306350493244+1.2485373058921965i,0.07818859809355536+2.162951340614154i
15,5,3,0.75,0.75,5.00E+05,0.14751+2.5760i,0.049212+1.0973i,0.040005930639670145+0.6354126722668912i,0.04921245048968126+1.0973053857098962i
15,5,3,0.75,0.75,1.00E+06,0.22031+5.0681i,0.078099+2.1632i,0.058229162375468324+1.2487393834012592i,0.07809918577276641+2.16315611525716i
15,5,3,0.75,1,5.00E+05,0.14731+2.5759i,0.049110+1.0972i,0.04000360720349311+0.6353252451725107i,0.049110239816983495+1.0972018914729529i
15,5,3,0.75,1,1.00E+06,0.21987+5.0680i,0.077851+2.1630i,0.05821638784854309+1.2485465701512322i,0.07785140717135403+2.163048323377852i
15,5,3,1,0.25,5.00E+05,0.12910+2.1567i,0.041089+0.89813i,0.03531026225323008+0.5298042437756386i,0.04108893589585452+0.8981272200657364i
15,5,3,1,0.25,1.00E+06,0.18907+4.2426i,0.064099+1.7707i,0.05030664747259022+1.0408798553857397i,0.06409893005298835+1.7707416211222669i
15,5,3,1,0.5,5.00E+05,0.12922+2.1562i,0.041142+0.89790i,0.035325748635429206+0.5297005866150158i,0.04114185876825833+0.8979022714733242i
15,5,3,1,0.5,1.00E+06,0.18927+4.2415i,0.064136+1.7702i,0.050312868357924485+1.0406486640224129i,0.06413616051456138+1.7702138003628443i
15,5,3,1,0.75,5.00E+05,0.12946+2.1557i,0.041268+0.89765i,0.03534868003559917+0.5295424385524226i,0.04119361951399029+0.8975745043763879i
15,5,3,1,0.75,1.00E+06,0.18959+4.2403i,0.064320+1.7696i,0.05032672790077517+1.0403288636523564i,0.06417586216223271+1.7695527540212563i
15,5,3,1,1,5.00E+05,0.12897+2.1565i,0.041032+0.89801i,0.03524672985996374+0.5297776264360937i,0.04103250438639814+0.8980094771611455i
15,5,3,1,1,1.00E+06,0.18886+4.2425i,0.063998+1.7706i,0.05019175247552528+1.0409425921858877i,0.0639975467945735+1.7706491030831264i
15,10,1,0.25,0.25,5.00E+05,0.55987+19.558i,0.26306+9.7239i,0.14213185432151798+4.8812044092145195i,0.262798353713786+9.724883378068016i
15,10,1,0.25,0.25,1.00E+06,1.3206+38.833i,0.63993+19.312i,0.33151292986441944+9.690657693622725i,0.6382368904570118+19.314744822972838i
15,10,1,0.25,0.5,5.00E+05,0.55845+19.552i,0.26235+9.7213i,0.14244777079123236+4.878538158686205i,0.26341712963889874+9.719528287948398i
15,10,1,0.25,0.5,1.00E+06,1.3153+38.824i,0.63725+19.308i,0.3316989323723228+9.685047792709431i,0.6385773722239165+19.30349324415687i
15,10,1,0.25,0.75,5.00E+05,0.55976+19.552i,0.26300+9.7212i,0.14246395143742552+4.8791934484839325i,0.26345123125310355+9.720844943868148i
15,10,1,0.25,0.75,1.00E+06,1.3182+38.822i,0.63874+19.307i,0.3321120412081575+9.686285057076205i,0.6394022085784161+19.30597662970539i
15,10,1,0.25,1,5.00E+05,0.55953+19.552i,0.26288+9.7210i,0.1426160775675138+4.878237078397467i,0.26375135083035767+9.71891912311752i
15,10,1,0.25,1,1.00E+06,1.3181+38.822i,0.63866+19.307i,0.3324180427364358+9.684271451595512i,0.640000909329272+19.30192763843797i
15,10,1,0.5,0.25,5.00E+05,0.33148+10.729i,0.14968+5.3148i,0.08498574267449704+2.6724018837135164i,0.14959486362629829+5.314761626332261i
15,10,1,0.5,0.25,1.00E+06,0.63091+21.270i,0.29631+10.541i,0.15890131312092975+5.296590463960704i,0.2947013813206508+10.540717024291306i
15,10,1,0.5,0.5,5.00E+05,0.33125+10.731i,0.14957+5.3158i,0.08501132667269215+2.672627249664774i,0.1496488352945605+5.315218326906635i
15,10,1,0.5,0.5,1.00E+06,0.62979+21.274i,0.29574+10.543i,0.1591363158266096+5.296984060797255i,0.2951706798861547+10.54151479501892i
15,10,1,0.5,0.75,5.00E+05,0.33010+10.732i,0.14899+5.3161i,0.0848836693875666+2.6724214562516484i,0.14937192753065567+5.314807272546565i
15,10,1,0.5,0.75,1.00E+06,0.62691+21.277i,0.29431+10.544i,0.1587096149131722+5.296684497648566i,0.29426811683694426+10.540943754889982i
15,10,1,0.5,1,5.00E+05,0.33017+10.730i,0.14902+5.3154i,0.08505585830728578+2.672268005391732i,0.14971659178993904+5.314490338506976i
15,10,1,0.5,1,1.00E+06,0.62704+21.274i,0.29435+10.543i,0.15918866177531926+5.296163722114945i,0.2952235913998703+10.539883001311878i
15,10,1,0.75,0.25,5.00E+05,0.25149+7.6067i,0.11024+3.7562i,0.0648285690551825+1.8917142314464965i,0.11014317872115709+3.757138510673475i
15,10,1,0.75,0.25,1.00E+06,0.43634+15.068i,0.19978+7.4449i,0.1105151688290984+3.7462223175927925i,0.19920092946656126+7.44688050941363i
15,10,1,0.75,0.5,5.00E+05,0.25039+7.6095i,0.10969+3.7576i,0.0647520946567501+1.8920302393620028i,0.10998642079912724+3.7577790593363076i
15,10,1,0.75,0.5,1.00E+06,0.43475+15.075i,0.19899+7.4483i,0.11037059948210161+3.7469305205414556i,0.19890303662340042+7.4483183843425795i
15,10,1,0.75,0.75,5.00E+05,0.25188+7.6079i,0.11043+3.7567i,0.06464001225551212+1.8922196461603253i,0.10977065448925359+3.7581500740783036i
15,10,1,0.75,0.75,1.00E+06,0.43799+15.070i,0.20059+7.4459i,0.11019109356964733+3.7474399638439286i,0.19855977124539279+7.449309762197546i
15,10,1,0.75,1,5.00E+05,0.25151+7.6082i,0.11026+3.7569i,0.06480406355031888+1.8916189178339005i,0.11008327215547309+3.75694789008147i
15,10,1,0.75,1,1.00E+06,0.43697+15.071i,0.20009+7.4462i,0.11044329183048873+3.7460167823610053i,0.19903283018890905+7.446482050999605i
15,10,1,1,0.25,5.00E+05,0.20745+6.0151i,0.088624+2.9618i,0.053838961679437886+1.4936562153954536i,0.08878138881698892+2.963228145260897i
15,10,1,1,0.25,1.00E+06,0.34253+11.912i,0.15341+5.8692i,0.08715873062603251+2.956650850921259i,0.15335829020349542+5.871758408020771i
15,10,1,1,0.5,5.00E+05,0.20784+6.0161i,0.088817+2.9623i,0.05377561076574136+1.4936039097063945i,0.08865728495698173+2.963121199797681i
15,10,1,1,0.5,1.00E+06,0.34412+11.913i,0.15419+5.8700i,0.08708901995163279+2.956611840799113i,0.1532222001832333+5.871673604708705i
15,10,1,1,0.75,5.00E+05,0.20716+6.0177i,0.088479+2.9631i,0.05351440370962285+1.4942141777000684i,0.08813543266649869+2.96435202035978i
15,10,1,1,0.75,1.00E+06,0.34248+11.917i,0.15337+5.8720i,0.08650228841633621+2.958138431261626i,0.1520511315655262+5.874745161230133i
15,10,1,1,1,5.00E+05,0.20743+6.0157i,0.088623+2.9621i,0.05411899621624339+1.4928285358922884i,0.08932931873046433+2.961558580981534i
15,10,1,1,1,1.00E+06,0.34286+11.913i,0.15360+5.8699i,0.08770026030617958+2.9546163732726853i,0.15441282299086398+5.867679272974668i
15,10,2,0.25,0.25,5.00E+05,0.60973+19.683i,0.28262+9.7152i,0.15538069438733176+4.912228860833176i,0.282612371172366+9.715230078801554i
15,10,2,0.25,0.25,1.00E+06,1.5151+39.067i,0.72925+19.290i,0.38163759720457957+9.748289211032239i,0.7292303088065087+19.289966923883263i
15,10,2,0.25,0.5,5.00E+05,0.61255+19.675i,0.28402+9.7115i,0.1558195948425957+4.910753249859278i,0.28344922089331864+9.71228161142712i
15,10,2,0.25,0.5,1.00E+06,1.5247+39.048i,0.73404+19.281i,0.38304934772852944+9.744743582308377i,0.7319393595758783+19.28293147694694i
