,frequency,peak flux density,duty cycle,loss calculted by iGSE,loss calculted by SE,Measured loss,ratio igse,ratio se,error for iGSE,error for SE,loss error percent by iGSE
1023,140000,0.1192,0.4,378.9598594,21.98573509,291.190875,0.768395037,13.24453669,-0.301413925,0.92449717,0.768395036
17,50000,0.1858,0.1,379.2246277,15.41236299,363.803281,0.959334533,23.60464007,-0.042389246,0.957635448,0.959334533
1897,50000,0.186,0.9,380.2928953,15.45577928,340.109906,0.894336734,22.00535475,-0.118147071,0.954556515,0.894336734
2165,160000,0.0967,0.9,381.0650482,15.48716095,396.392844,1.040223568,25.59493281,0.038668195,0.960929767,1.040223568
2530,350000,0.0623,0.9,382.1412736,15.53090067,550.600375,1.440829382,35.45192817,0.305955297,0.97179279,1.440829382
1994,90000,0.1339,0.9,382.5851187,15.54893932,357.201062,0.933651218,22.97269638,-0.071063777,0.956470064,0.933651218
2044,110000,0.1197,0.9,383.468913,15.58485829,369.781375,0.964306004,23.72696422,-0.037015217,0.957853858,0.964306004
1312,260000,0.0846,0.4,384.6299006,22.31468819,302.152719,0.785567421,13.54053063,-0.272965214,0.926147651,0.785567421
2352,250000,0.0755,0.9,384.8701698,15.64180786,484.569812,1.259047466,30.97914361,0.205748769,0.967720218,1.259047466
1853,490000,0.0593,0.4,386.1328649,22.40188417,383.165844,0.992316062,17.10417932,-0.007743438,0.941534757,0.992316062
2445,300000,0.0683,0.9,387.3261343,15.74162262,527.92175,1.362990264,33.53667933,0.266319044,0.970181902,1.362990264
505,270000,0.0725,0.1,387.6846408,15.75619296,516.689938,1.332758339,32.79281609,0.249676426,0.969505516,1.332758339
2427,290000,0.0698,0.9,390.0050067,15.85049676,500.174125,1.282481292,31.55573813,0.220261531,0.968310043,1.282481292
411,220000,0.0816,0.1,390.6699483,15.87752117,475.543469,1.217251214,29.95073752,0.178476893,0.966611841,1.217251214
523,280000,0.0713,0.1,391.5419719,15.91296176,543.458,1.387994236,34.15190762,0.279535913,0.970719059,1.387994236
328,180000,0.0915,0.1,392.2283608,15.94085782,440.541469,1.123175968,27.63599512,0.109667561,0.963815307,1.123175969
1652,400000,0.067,0.4,394.1073164,22.86452994,358.650688,0.910033062,15.68589815,-0.098861175,0.93624847,0.910033062
1484,330000,0.0747,0.4,394.5950122,22.8928241,333.512562,0.845202174,14.56843247,-0.183148874,0.931358435,0.845202174
189,120000,0.1158,0.1,399.7131875,16.24505448,403.172938,1.008655583,24.8181955,0.008581306,0.959706982,1.008655583
1675,410000,0.0665,0.4,400.7708645,23.25112235,368.768094,0.920146963,15.86022767,-0.086782916,0.936949203,0.920146964
1874,500000,0.0595,0.4,401.3073761,23.2822486,402.610062,1.003246105,17.29257637,0.003235602,0.942171717,1.003246105
981,120000,0.1329,0.4,401.3981713,23.28751618,316.838312,0.78933671,13.60550046,-0.266886472,0.926500315,0.78933671
2117,140000,0.1064,0.9,401.9509366,16.33600059,394.806188,0.982224824,24.16786078,-0.018096851,0.958622734,0.982224824
905,80000,0.1673,0.4,403.3925815,23.40322388,335.041781,0.830560095,14.31605247,-0.204006797,0.930148342,0.830560095
1116,180000,0.106,0.4,403.6485711,23.41807537,302.975844,0.750593129,12.9376919,-0.332279715,0.92270646,0.750593129
2274,210000,0.085,0.9,405.9027438,16.49660905,455.203656,1.121459914,27.59377122,0.108305176,0.963759937,1.121459914
1215,220000,0.0949,0.4,406.1595113,23.56375008,306.464656,0.754542606,13.00576754,-0.325306209,0.923111035,0.754542606
1337,270000,0.0848,0.4,409.1234378,23.73570524,324.506719,0.793175577,13.67166957,-0.260754905,0.926856044,0.793175577
2188,170000,0.0961,0.9,409.9140649,16.65963628,437.144562,1.06642977,26.23974225,0.062291744,0.96188987,1.06642977
431,230000,0.0811,0.1,410.4418382,16.68108592,514.767188,1.254178157,30.85933317,0.202665112,0.967594893,1.254178157
1509,340000,0.0747,0.4,412.3240155,23.92138996,355.878031,0.863102845,14.87697962,-0.158610478,0.932782055,0.863102845
89,80000,0.1476,0.1,414.9905947,16.86595547,409.263062,0.986198404,24.2656316,-0.013994746,0.958789451,0.986198404
1046,150000,0.119,0.4,417.6362457,24.2295843,317.729375,0.760780172,13.11328214,-0.314440145,0.923741441,0.760780172
941,100000,0.1496,0.4,418.2323567,24.26416827,332.942188,0.796069894,13.72155783,-0.256171106,0.927121977,0.796069894
1698,420000,0.0668,0.4,420.1599118,24.37599731,387.71,0.922767711,15.90540051,-0.08369635,0.937128273,0.922767711
450,240000,0.0801,0.1,423.0327652,17.19280357,539.070812,1.274300377,31.35444489,0.215255666,0.968106595,1.274300377
2480,320000,0.0683,0.9,425.9324106,17.31065032,587.172375,1.378557631,33.91971787,0.274604139,0.970518623,1.378557631
1534,350000,0.0745,0.4,427.2951592,24.78995582,364.317344,0.852612851,14.69616754,-0.172865268,0.931955049,0.852612851
261,150000,0.1048,0.1,427.6409381,17.38008791,450.673188,1.053858852,25.93043202,0.051106324,0.961435274,1.053858852
1362,280000,0.0846,0.4,428.9684321,24.88703242,341.8585,0.796931602,13.73641076,-0.254812831,0.927200779,0.796931603
2069,120000,0.119,0.9,429.2421353,17.44516341,415.734344,0.968531069,23.83092289,-0.032491401,0.958037714,0.968531069
140,100000,0.1319,0.1,429.5395355,17.45725029,417.916375,0.972940417,23.93941589,-0.027812168,0.958227886,0.972940417
2210,180000,0.095,0.9,432.6783541,17.58481745,467.814312,1.081205721,26.60330784,0.075106633,0.962410689,1.081205721
1969,80000,0.15,0.9,432.8664936,17.59246378,394.504438,0.911376704,22.42462698,-0.097241126,0.95540617,0.911376704
1721,430000,0.0667,0.4,433.2694519,25.13656039,404.915812,0.934558876,16.10864039,-0.070023543,0.937921514,0.934558876
1239,230000,0.0949,0.4,433.6283593,25.15738276,331.91775,0.765442903,13.19365187,-0.306433173,0.924205973,0.765442903
2463,310000,0.0701,0.9,435.0915647,17.68289462,576.627,1.325300343,32.60931043,0.245454055,0.969333911,1.325300343
2020,100000,0.1326,0.9,435.5255407,17.70053218,413.559906,0.94956522,23.36426396,-0.05311355,0.957199593,0.94956522
1386,290000,0.0835,0.4,436.5157834,25.32489956,358.076375,0.820305676,14.13930089,-0.21905776,0.929275145,0.820305676
2372,260000,0.0777,0.9,439.5483731,17.86402724,530.771938,1.207539307,29.71177388,0.171869608,0.966343309,1.207539307
889,70000,0.1866,0.4,440.8897371,25.57865885,369.159719,0.83730622,14.43233287,-0.194306189,0.930711133,0.83730622
2294,220000,0.0855,0.9,441.3931074,17.93900052,511.487375,1.158802361,28.51259046,0.137040074,0.964927775,1.158802361
1141,190000,0.1064,0.4,441.4172669,25.60926402,330.296875,0.74826451,12.89755437,-0.336425805,0.922465921,0.74826451
350,190000,0.0931,0.1,444.4192462,18.06198818,493.653688,1.110783775,27.33108244,0.09973478,0.963411621,1.110783775
1558,360000,0.0746,0.4,446.9539146,25.93047817,392.483219,0.878129056,15.13598077,-0.138784776,0.933932263,0.878129056
1744,440000,0.0668,0.4,449.943558,26.10392532,421.4455,0.936663038,16.14490904,-0.067619794,0.93806097,0.936663038
2391,270000,0.0771,0.9,455.3379963,18.50574559,563.128688,1.236726767,30.42993784,0.191413959,0.967137626,1.236726767
1002,130000,0.1334,0.4,456.0540768,26.45843318,347.65575,0.762312558,13.1396953,-0.311797883,0.923894734,0.762312558
1069,160000,0.119,0.4,459.2636467,26.64463958,343.457812,0.747844543,12.89031555,-0.337176301,0.92242238,0.747844543
214,130000,0.1169,0.1,460.9577083,18.73414068,470.005281,1.019627772,25.08816866,0.019249938,0.960140574,1.019627772
2142,150000,0.1079,0.9,461.5107263,18.75661631,468.896531,1.016003539,24.9989936,0.015751459,0.95999839,1.016003539
2409,280000,0.076,0.9,462.6668993,18.80360524,607.901625,1.313907751,32.32899315,0.23891156,0.969068013,1.313907751
64,70000,0.1659,0.1,462.790842,18.80864249,425.792031,0.920052845,22.63810539,-0.08689409,0.955826692,0.920052845
2315,230000,0.085,0.9,464.0731708,18.86075861,545.887062,1.17629524,28.94300666,0.149873292,0.965449339,1.17629524
1264,240000,0.0951,0.4,464.2154379,26.9319227,353.595906,0.761706477,13.12924851,-0.312841665,0.923834178,0.761706478
1766,450000,0.0668,0.4,465.0787223,26.98200701,436.572906,0.938707546,16.18014945,-0.065294515,0.938195874,0.938707546
284,160000,0.1044,0.1,465.5868532,18.92227735,492.118094,1.056984515,26.00733965,0.053912346,0.961549316,1.056984515
1411,300000,0.0841,0.4,467.5262423,27.12400233,384.122875,0.821607089,14.16173286,-0.217126791,0.929387172,0.821607089
874,60000,0.2084,0.4,469.0726557,27.21371905,390.137531,0.831720899,14.3360608,-0.202326407,0.930245832,0.831720899
1582,370000,0.0749,0.4,470.2601504,27.28261274,407.720312,0.867010125,14.94432795,-0.153389067,0.93308498,0.867010125
1788,460000,0.0665,0.4,474.7531197,27.54327684,452.75975,0.953674091,16.43812218,-0.048576248,0.939165801,0.953674091
961,110000,0.1492,0.4,477.8764672,27.72448097,371.458438,0.777310589,13.39821071,-0.286487042,0.925363168,0.777310589
392,210000,0.0905,0.1,478.2107801,19.43533619,569.04875,1.189953831,29.27907932,0.159631262,0.965845921,1.189953831
1166,200000,0.1066,0.4,478.3845159,27.75395593,352.181312,0.736188778,12.6894095,-0.358347248,0.921194126,0.736188778
165,110000,0.1304,0.1,479.6823133,19.49514191,454.376594,0.947244836,23.30717038,-0.055693272,0.957094749,0.947244836
923,90000,0.1674,0.4,480.5219143,27.87795923,381.783875,0.794519175,13.69482866,-0.258622864,0.926979736,0.794519175
1944,70000,0.1684,0.9,481.2481423,19.55877998,426.879906,0.887026605,21.8254874,-0.127361901,0.954182008,0.887026605
115,90000,0.1466,0.1,484.8700856,19.7059822,478.5405,0.986945811,24.28402173,-0.013226854,0.958820659,0.986945811
861,50000,0.2341,0.4,486.0953966,28.20131038,417.930094,0.859769701,14.81952747,-0.163102164,0.932521465,0.859769701
1810,470000,0.0663,0.4,486.1808859,28.20627013,469.912469,0.966538345,16.65985849,-0.034620101,0.939975481,0.966538345
1436,310000,0.0839,0.4,487.603794,28.28882156,402.098031,0.824640899,14.2140255,-0.212649047,0.929646953,0.824640899
1606,380000,0.0749,0.4,489.0902567,28.37506018,429.359625,0.87787401,15.13158465,-0.139115623,0.933913068,0.87787401
2334,240000,0.0847,0.9,489.5339534,19.89553008,574.622,1.173814392,28.88196483,0.148076556,0.965376317,1.173814392
371,200000,0.0939,0.1,490.1219582,19.91942764,554.21975,1.13077927,27.82307604,0.11565411,0.964058611,1.13077927
1289,250000,0.095,0.4,491.6150651,28.52153946,375.903219,0.76462917,13.17962586,-0.307823504,0.924125312,0.76462917
2233,190000,0.097,0.9,494.7572662,20.1078148,526.661188,1.064483988,26.19186586,0.060577697,0.961820208,1.064483988
40,60000,0.1857,0.1,495.2857486,20.12929326,458.329906,0.925384805,22.76929945,-0.080631532,0.956081214,0.925384805
2094,130000,0.1203,0.9,496.8405288,20.19248229,482.44175,0.971019315,23.89214674,-0.029845632,0.958145243,0.971019315
1832,480000,0.0662,0.4,499.51062,28.97960798,484.990688,0.970931685,16.73558484,-0.029938579,0.940247084,0.970931685
238,140000,0.116,0.1,503.810338,20.47574773,523.7625,1.039602526,25.57965193,0.038093911,0.960906427,1.039602526
2254,200000,0.0949,0.9,503.8872872,20.47887508,558.037,1.107463939,27.24939714,0.097036062,0.96330194,1.107463939
469,250000,0.0837,0.1,503.9606322,20.48185595,626.477625,1.243108261,30.58695591,0.195564834,0.967306325,1.243108261
1093,170000,0.1192,0.4,504.3481342,29.2602612,373.536562,0.740632386,12.76600231,-0.350197506,0.921666942,0.740632386
1313,260000,0.0939,0.4,505.2152816,29.31056962,395.174438,0.782190192,13.4823186,-0.278461441,0.925828781,0.782190192
1024,140000,0.1331,0.4,505.6407272,29.33525227,382.272344,0.756015731,13.03115925,-0.322723799,0.923260856,0.756015731
2166,160000,0.1078,0.9,506.2823517,20.57621476,510.11175,1.00756376,24.79133096,0.007506979,0.959663319,1.00756376
307,170000,0.1043,0.1,507.7780922,20.63700431,539.506938,1.062485653,26.14269639,0.058810821,0.961748399,1.062485653
1630,390000,0.0749,0.4,508.1558325,29.48116862,450.170688,0.885891018,15.26977081,-0.128807019,0.934511132,0.885891018
1460,320000,0.0838,0.4,509.3448567,29.55015105,423.481156,0.83142325,14.33093033,-0.202756839,0.93022086,0.83142325
1920,60000,0.188,0.9,511.4861466,20.78770623,446.6515,0.873242615,21.48632923,-0.145157123,0.953458779,0.873242615
18,50000,0.2084,0.1,511.9700681,20.80737366,470.792688,0.919570728,22.62624278,-0.087463933,0.955803533,0.919570728
2045,110000,0.1338,0.9,513.0765752,20.85234408,467.189531,0.910564921,22.40465289,-0.098219333,0.955366414,0.910564921
1191,210000,0.1066,0.4,514.0105114,29.82083367,379.878781,0.739048663,12.73870426,-0.353090873,0.92149908,0.739048663
1898,50000,0.2088,0.9,514.5434335,20.9119598,435.516531,0.846413544,20.82619397,-0.181455575,0.951983545,0.846413544
2353,250000,0.0844,0.9,515.0554088,20.93276739,623.772062,1.211077588,29.79883407,0.174289071,0.96644164,1.211077588
1995,90000,0.1501,0.9,515.7241808,20.95994747,475.104031,0.921236678,22.66723386,-0.08549738,0.955883457,0.921236678
412,220000,0.0909,0.1,518.048872,21.05442706,606.674312,1.171075442,28.81457236,0.146084049,0.965295338,1.171075442
1854,490000,0.0664,0.4,518.9834845,30.10934568,505.481938,0.973984632,16.78820734,-0.026710245,0.940434379,0.973984632
1653,400000,0.0751,0.4,531.144213,30.81486249,472.347531,0.88930185,15.32856203,-0.124477589,0.934762309,0.88930185
329,180000,0.1029,0.1,533.1798629,21.66937743,588.940875,1.104581992,27.17848618,0.094680153,0.963206192,1.104581992
1485,330000,0.084,0.4,536.2820527,31.1129394,442.428188,0.824991599,14.22007038,-0.212133556,0.92967686,0.824991599
982,120000,0.1487,0.4,538.438507,31.23804825,413.032625,0.7670934,13.22210087,-0.303622219,0.924369054,0.7670934
1338,270000,0.0942,0.4,538.5532122,31.24470299,422.865375,0.785187732,13.53398607,-0.273580776,0.926111938,0.785187731
2118,140000,0.119,0.9,538.5938751,21.88941251,527.303438,0.979037197,24.08942852,-0.021411651,0.958488015,0.979037197
1875,500000,0.0666,0.4,538.8721003,31.2632036,528.764562,0.981243159,16.91331985,-0.019115385,0.940875002,0.981243159
1676,410000,0.0745,0.4,539.3757187,31.29242152,486.294312,0.901587326,15.54032217,-0.109154899,0.93565127,0.901587326
2275,210000,0.0948,0.9,539.9220718,21.94339278,596.394938,1.104594476,27.17879336,0.094690385,0.963206608,1.104594476
906,80000,0.1875,0.4,543.4623926,31.529514,435.084688,0.800579201,13.79928305,-0.249095653,0.927532467,0.800579201
1216,220000,0.1063,0.4,546.4056595,31.70027057,406.19,0.743385419,12.8134553,-0.345197222,0.921957038,0.743385419
1117,180000,0.1191,0.4,547.4225158,31.75926451,400.764219,0.73209305,12.61881297,-0.365946584,0.920753243,0.73209305
190,120000,0.1307,0.1,548.523812,22.29298279,552.332562,1.006943637,24.77607269,0.006895755,0.959638478,1.006943637
90,80000,0.1645,0.1,550.9816558,22.39287393,512.599875,0.930339276,22.89120533,-0.074876688,0.956315101,0.930339277
942,100000,0.1669,0.4,556.7760877,32.30192133,431.065312,0.77421664,13.34488149,-0.291628141,0.925064902,0.77421664
1699,420000,0.0744,0.4,556.895042,32.30882258,506.974156,0.910358538,15.69150825,-0.098468305,0.936271263,0.910358538
1510,340000,0.0838,0.4,556.8950898,32.30882535,466.341625,0.837395828,14.43387743,-0.194178388,0.930718547,0.837395828
2189,170000,0.1082,0.9,558.9333159,22.71604354,568.519812,1.017151413,25.02723729,0.016862202,0.960043532,1.017151413
1047,150000,0.1335,0.4,564.1068956,32.72722548,417.420406,0.739966856,12.75453082,-0.35141188,0.921596489,0.739966856
1240,230000,0.1051,0.4,566.2970943,32.85429205,429.306094,0.758093408,13.06697138,-0.319098662,0.923471172,0.758093408
1363,280000,0.0942,0.4,568.1734564,32.96315107,444.615344,0.782534522,13.48825369,-0.277898894,0.925861418,0.782534522
1535,350000,0.0834,0.4,573.9497076,33.29826606,481.052312,0.838143666,14.44676762,-0.193112876,0.930780364,0.838143666
262,150000,0.1174,0.1,575.4423234,23.38699895,578.665562,1.005601323,24.74304477,0.005570123,0.959584602,1.005601323
1722,430000,0.0745,0.4,578.5531442,33.56533903,531.103188,0.917985138,15.8229651,-0.089342255,0.93680072,0.917985138
1970,80000,0.1677,0.9,579.4483812,23.54981226,519.405188,0.896378702,22.05559782,-0.11559991,0.954660037,0.896378702
141,100000,0.1479,0.1,579.4485238,23.54981805,528.667688,0.912363508,22.44890754,-0.096054359,0.955454402,0.912363508
2021,100000,0.1483,0.9,583.5550663,23.71671524,522.355031,0.895125518,22.02476295,-0.117161761,0.95459656,0.895125518
2070,120000,0.134,0.9,585.4780571,23.79486901,564.334625,0.963886892,23.71665189,-0.037466126,0.957835532,0.963886892
2211,180000,0.1067,0.9,586.2093832,23.8245914,631.325188,1.076961929,26.49888837,0.07146207,0.962262568,1.076961929
351,190000,0.1036,0.1,587.6804994,23.88438017,636.885688,1.083727789,26.66536387,0.077259059,0.962498168,1.083727789
2295,220000,0.0956,0.9,591.0401689,24.02092312,659.093875,1.115142269,27.43832415,0.103253434,0.963554625,1.115142269
1387,290000,0.0938,0.4,591.6775423,34.32676411,471.379656,0.796683366,13.732132,-0.255203815,0.927178096,0.796683366
890,70000,0.2094,0.4,595.9846087,34.57664287,471.410656,0.790977903,13.63378908,-0.264257821,0.926652819,0.790977903
1142,190000,0.1195,0.4,597.9968616,34.69338574,432.745344,0.723658219,12.47342497,-0.381867812,0.919829557,0.723658219
1745,440000,0.0747,0.4,602.6794724,34.96505208,553.030062,0.917618879,15.81665203,-0.089777055,0.936775495,0.917618879
1559,360000,0.0838,0.4,605.7852137,35.14523477,519.441375,0.8574679,14.77985219,-0.166224415,0.932340325,0.8574679
1265,240000,0.1056,0.4,610.4428741,35.41545359,465.231656,0.762121528,13.13640258,-0.312126693,0.923875658,0.762121528
65,70000,0.1846,0.1,611.8830574,24.86801516,555.272438,0.907481309,22.32877994,-0.10195107,0.95521475,0.907481309
1003,130000,0.1493,0.4,612.1890736,35.5167611,453.565531,0.740891255,12.77046434,-0.349725744,0.921694312,0.740891255
1070,160000,0.1333,0.4,617.9065824,35.84846809,449.344031,0.727203826,12.53453927,-0.375130278,0.920220442,0.727203826
215,130000,0.131,0.1,620.8343477,25.2318115,597.931188,0.963109065,23.69751328,-0.038304006,0.957801479,0.963109065
2143,150000,0.121,0.9,622.7296376,25.30883946,601.61425,0.966092207,23.77091415,-0.035097885,0.957931782,0.966092207
1767,450000,0.0747,0.4,622.9523548,36.14120362,574.795375,0.922695565,15.90415696,-0.083781084,0.937123357,0.922695565
1412,300000,0.094,0.4,625.430853,36.28499617,500.697406,0.800563969,13.7990205,-0.249119419,0.927531088,0.800563969
285,160000,0.1173,0.1,631.3904765,25.66083135,653.013812,1.034247168,25.44788215,0.033113136,0.960703999,1.034247168
1583,370000,0.084,0.4,634.6636411,36.8206456,544.329,0.857665328,14.78325519,-0.165955959,0.932355899,0.857665328
1945,70000,0.1872,0.9,634.6737,25.79426738,550.863938,0.867948267,21.35606063,-0.152142401,0.953174885,0.867948267
924,90000,0.1864,0.4,636.494609,36.92687103,491.559969,0.772292431,13.31171462,-0.294846304,0.924878197,0.772292431
1167,200000,0.1192,0.4,640.6780958,37.16958021,460.826406,0.719279165,12.39794486,-0.390280781,0.919341471,0.719279165
